Positive_ID,ID,Legante,Famiglia_Legante,Metallo,Sale_Metallico,Solvente,Additivo_Colinker,Temperatura_C,Tempo_ore,mmol_Legante,mmol_Sale,Rapporto_LM,Volume solvente,Hydration_Number,Counterion_Class,Oxidation_State,Procedura_Sintetica,Esito_ML,Positive_Library_Source,Split_Set,Critical_Completeness,Extended_Completeness,Completeness_Score,Source_Quality_Score,Diversity_Weight,Evidence_Weight,Quality_Tier,PXRD_Confirmed,Condition_Signature,Source_DOI,Extraction_Method
POS-0165,573,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Fe,FeCl3·6H2O,DMF/H2O,HCl,85,6.0,1.0,4.0,0.25,,6.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|dmf/h2o|hcl|80|6|0.25,,curated_project_dataset
POS-0166,575,2-Methylimidazole,Non specificata,Al,Al(NO3)3·9H2O,H2O/THF,HCl,80,48.0,1.0,0.5,2.0,,9.0,nitrate,3.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|nitrate|h2o/thf|hcl|80|48|2.0,,curated_project_dataset
POS-0167,576,Benzimidazole,Non specificata,Al,AlCl3·6H2O,H2O/MeOH,Acido benzoico,25,72.0,0.5,0.5,1.0,,6.0,chloride,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|chloride|h2o/meoh|acido benzoico|20|72|1.0,,curated_project_dataset
POS-0168,578,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Zr,ZrOCl2·8H2O,DMF,Trietilammina (TEA),100,2.0,0.25,1.0,0.25,,8.0,chloride,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf|trietilammina (tea)|100|0|0.25,,curated_project_dataset
POS-0169,579,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Mg,Mg(NO3)2·6H2O,DEF,Acido benzoico,120,18.0,1.0,5.0,0.2,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,mg|non specificata|nitrate|def|acido benzoico|120|18|0.25,,curated_project_dataset
POS-0170,580,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Mn,Mn(OAc)2·4H2O,MeOH,Acido formico,200,72.0,1.0,1.5,0.6667,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,mn|non specificata|acetate|meoh|acido formico|200|72|0.75,,curated_project_dataset
POS-0171,581,Fumaric acid,Non specificata,Zn,Zn(NO3)2·6H2O,EtOH,HCl,100,48.0,0.25,3.0,0.0833,,6.0,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|nitrate|etoh|hcl|100|48|0.0,,curated_project_dataset
POS-0172,582,Isophthalic acid,Non specificata,Zn,Zn(OAc)2·2H2O,H2O,Trietilammina (TEA),25,2.0,1.5,5.0,0.3,,2.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|acetate|h2o|trietilammina (tea)|20|0|0.25,,curated_project_dataset
POS-0173,583,5-Nitroisophthalic acid,Non specificata,Cu,Cu(NO3)2·2.5H2O,DMF/H2O/EtOH,Trietilammina (TEA),180,12.0,1.0,3.0,0.3333,,2.5,nitrate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|nitrate|dmf/h2o/etoh|trietilammina (tea)|180|12|0.25,,curated_project_dataset
POS-0174,584,5-Aminoisophthalic acid,Non specificata,Cu,Cu(OAc)2·H2O,DMF/H2O,Acido acetico,200,6.0,2.0,0.5,4.0,,1.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|acetate|dmf/h2o|acido acetico|200|6|4.0,,curated_project_dataset
POS-0175,585,Imidazole-2-carboxaldehyde,Non specificata,Co,Co(NO3)2·6H2O,DMA,HNO3,80,4.0,1.0,3.0,0.3333,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|nitrate|dma|hno3|80|6|0.25,,curated_project_dataset
POS-0176,586,"4,4',4''-Triaminotriphenylamine",Non specificata,Co,Co(OAc)2·4H2O,H2O/THF,Nessuno,200,12.0,1.5,0.5,3.0,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|acetate|h2o/thf|nessuno|200|12|3.0,,curated_project_dataset
POS-0177,588,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Ni,Ni(OAc)2·4H2O,MeCN,HCl,25,2.0,0.25,5.0,0.05,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|acetate|mecn|hcl|20|0|0.0,,curated_project_dataset
POS-0178,589,"4,4'-Bipyridine",Non specificata,Fe,FeCl3·6H2O,DMF,Trietilammina (TEA),85,24.0,3.0,4.0,0.75,,6.0,chloride,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|dmf|trietilammina (tea)|80|24|0.75,,curated_project_dataset
POS-0179,590,"1,2,4-Triazole",Non specificata,Fe,Fe(NO3)3·9H2O,DEF,Trietilammina (TEA),130,24.0,1.0,2.5,0.4,,9.0,nitrate,3.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|nitrate|def|trietilammina (tea)|130|24|0.5,,curated_project_dataset
POS-0180,591,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Al,Al(NO3)3·9H2O,MeOH,Nessuno,180,4.0,3.0,2.5,1.2,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|nitrate|meoh|nessuno|180|6|1.25,,curated_project_dataset
POS-0181,593,2-Methylimidazole,Non specificata,Zr,ZrCl4,H2O,Nessuno,100,6.0,0.25,5.0,0.05,,0.0,chloride,4.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|h2o|nessuno|100|6|0.0,,curated_project_dataset
POS-0182,594,Benzimidazole,Non specificata,Zr,ZrOCl2·8H2O,DMF/H2O/EtOH,HCl,25,18.0,1.0,3.0,0.3333,,8.0,chloride,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|dmf/h2o/etoh|hcl|20|18|0.25,,curated_project_dataset
POS-0183,596,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Mn,Mn(OAc)2·4H2O,DMA,HCl,120,6.0,0.25,2.0,0.125,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,mn|non specificata|acetate|dma|hcl|120|6|0.0,,curated_project_dataset
POS-0184,597,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Zn,Zn(NO3)2·6H2O,H2O/THF,Acido acetico,120,36.0,1.0,0.5,2.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|nitrate|h2o/thf|acido acetico|120|36|2.0,,curated_project_dataset
POS-0185,598,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Zn,Zn(OAc)2·2H2O,H2O/MeOH,Trietilammina (TEA),200,24.0,1.0,1.0,1.0,,2.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|acetate|h2o/meoh|trietilammina (tea)|200|24|1.0,,curated_project_dataset
POS-0186,599,Fumaric acid,Non specificata,Cu,Cu(NO3)2·2.5H2O,MeCN,Trietilammina (TEA),180,4.0,4.0,5.0,0.8,,2.5,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|nitrate|mecn|trietilammina (tea)|180|6|0.75,,curated_project_dataset
POS-0187,600,Isophthalic acid,Non specificata,Cu,Cu(OAc)2·H2O,DMF,Acido formico,25,36.0,4.0,1.0,4.0,,1.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|acetate|dmf|acido formico|20|36|4.0,,curated_project_dataset
POS-0188,601,5-Nitroisophthalic acid,Non specificata,Co,Co(NO3)2·6H2O,DEF,Nessuno,80,2.0,0.25,5.0,0.05,,6.0,nitrate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|nitrate|def|nessuno|80|0|0.0,,curated_project_dataset
POS-0189,602,5-Aminoisophthalic acid,Non specificata,Co,Co(OAc)2·4H2O,MeOH,Acido benzoico,130,36.0,0.5,2.5,0.2,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|acetate|meoh|acido benzoico|130|36|0.25,,curated_project_dataset
POS-0190,603,Imidazole-2-carboxaldehyde,Non specificata,Ni,Ni(NO3)2·6H2O,EtOH,HCl,85,4.0,2.0,0.5,4.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|nitrate|etoh|hcl|80|6|4.0,,curated_project_dataset
POS-0191,604,"4,4',4''-Triaminotriphenylamine",Non specificata,Ni,Ni(OAc)2·4H2O,H2O,HCl,150,72.0,2.0,2.0,1.0,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|acetate|h2o|hcl|150|72|1.0,,curated_project_dataset
POS-0192,606,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Fe,Fe(NO3)3·9H2O,DMF/H2O,HCl,25,6.0,4.0,4.0,1.0,,9.0,nitrate,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|nitrate|dmf/h2o|hcl|20|6|1.0,,curated_project_dataset
POS-0193,607,"4,4'-Bipyridine",Non specificata,Al,Al(NO3)3·9H2O,DMA,Acido benzoico,80,4.0,4.0,5.0,0.8,,9.0,nitrate,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|nitrate|dma|acido benzoico|80|6|0.75,,curated_project_dataset
POS-0194,608,"1,2,4-Triazole",Non specificata,Al,AlCl3·6H2O,H2O/THF,Acido benzoico,130,6.0,0.5,0.5,1.0,,6.0,chloride,3.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|chloride|h2o/thf|acido benzoico|130|6|1.0,,curated_project_dataset
POS-0195,609,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Zr,ZrCl4,H2O/MeOH,Acido acetico,130,24.0,1.5,0.5,3.0,,0.0,chloride,4.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|h2o/meoh|acido acetico|130|24|3.0,,curated_project_dataset
POS-0196,611,2-Methylimidazole,Non specificata,Mg,Mg(NO3)2·6H2O,DMF,HCl,60,48.0,1.5,2.5,0.6,,6.0,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,mg|non specificata|nitrate|dmf|hcl|60|48|0.5,,curated_project_dataset
POS-0197,612,Benzimidazole,Non specificata,Mn,Mn(OAc)2·4H2O,DEF,Trietilammina (TEA),25,18.0,1.5,4.0,0.375,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,mn|non specificata|acetate|def|trietilammina (tea)|20|18|0.5,,curated_project_dataset
POS-0198,614,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Zn,Zn(OAc)2·2H2O,EtOH,Acido formico,80,6.0,4.0,0.5,8.0,,2.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|acetate|etoh|acido formico|80|6|8.0,,curated_project_dataset
POS-0199,615,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Cu,Cu(NO3)2·2.5H2O,H2O,Trietilammina (TEA),150,18.0,2.0,1.0,2.0,,2.5,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|nitrate|h2o|trietilammina (tea)|150|18|2.0,,curated_project_dataset
POS-0200,616,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Cu,Cu(OAc)2·H2O,DMF/H2O/EtOH,Nessuno,150,72.0,2.0,2.0,1.0,,1.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|acetate|dmf/h2o/etoh|nessuno|150|72|1.0,,curated_project_dataset
POS-0201,617,Fumaric acid,Non specificata,Co,Co(NO3)2·6H2O,DMF/H2O,Trietilammina (TEA),60,4.0,3.0,5.0,0.6,,6.0,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|nitrate|dmf/h2o|trietilammina (tea)|60|6|0.5,,curated_project_dataset
POS-0202,618,Isophthalic acid,Non specificata,Co,Co(OAc)2·4H2O,DMA,HNO3,25,72.0,2.0,5.0,0.4,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|acetate|dma|hno3|20|72|0.5,,curated_project_dataset
POS-0203,619,5-Nitroisophthalic acid,Non specificata,Ni,Ni(NO3)2·6H2O,H2O/THF,HNO3,60,36.0,4.0,5.0,0.8,,6.0,nitrate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|nitrate|h2o/thf|hno3|60|36|0.75,,curated_project_dataset
POS-0204,620,5-Aminoisophthalic acid,Non specificata,Ni,Ni(OAc)2·4H2O,H2O/MeOH,Acido acetico,130,36.0,1.5,1.5,1.0,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|acetate|h2o/meoh|acido acetico|130|36|1.0,,curated_project_dataset
POS-0205,621,Imidazole-2-carboxaldehyde,Non specificata,Fe,FeCl3·6H2O,MeCN,HNO3,85,18.0,0.25,3.0,0.0833,,6.0,chloride,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|mecn|hno3|80|18|0.0,,curated_project_dataset
POS-0206,622,"4,4',4''-Triaminotriphenylamine",Non specificata,Fe,Fe(NO3)3·9H2O,DMF,Trietilammina (TEA),120,2.0,3.0,3.0,1.0,,9.0,nitrate,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|nitrate|dmf|trietilammina (tea)|120|0|1.0,,curated_project_dataset
POS-0207,624,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Al,AlCl3·6H2O,MeOH,Nessuno,25,18.0,1.5,4.0,0.375,,6.0,chloride,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|chloride|meoh|nessuno|20|18|0.5,,curated_project_dataset
POS-0208,625,"4,4'-Bipyridine",Non specificata,Zr,ZrCl4,EtOH,Trietilammina (TEA),120,36.0,0.5,1.0,0.5,,0.0,chloride,4.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|etoh|trietilammina (tea)|120|36|0.5,,curated_project_dataset
POS-0209,626,"1,2,4-Triazole",Non specificata,Zr,ZrOCl2·8H2O,H2O,Acido benzoico,120,12.0,1.5,1.0,1.5,,8.0,chloride,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|h2o|acido benzoico|120|12|1.5,,curated_project_dataset
POS-0210,627,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Mg,Mg(NO3)2·6H2O,DMF/H2O/EtOH,HNO3,85,2.0,2.0,5.0,0.4,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,mg|non specificata|nitrate|dmf/h2o/etoh|hno3|80|0|0.5,,curated_project_dataset
POS-0211,629,2-Methylimidazole,Non specificata,Zn,Zn(NO3)2·6H2O,DMA,Acido acetico,60,12.0,1.5,5.0,0.3,,6.0,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|nitrate|dma|acido acetico|60|12|0.25,,curated_project_dataset
POS-0212,630,Benzimidazole,Non specificata,Zn,Zn(OAc)2·2H2O,H2O/THF,Nessuno,25,6.0,0.25,2.0,0.125,,2.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|acetate|h2o/thf|nessuno|20|6|0.0,,curated_project_dataset
POS-0213,632,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Cu,Cu(OAc)2·H2O,MeCN,HCl,60,48.0,1.0,1.0,1.0,,1.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|acetate|mecn|hcl|60|48|1.0,,curated_project_dataset
POS-0214,633,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Co,Co(NO3)2·6H2O,DMF,Acido benzoico,80,6.0,1.0,1.0,1.0,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|nitrate|dmf|acido benzoico|80|6|1.0,,curated_project_dataset
POS-0215,634,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Co,Co(OAc)2·4H2O,DEF,Acido acetico,60,48.0,0.5,2.5,0.2,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|acetate|def|acido acetico|60|48|0.25,,curated_project_dataset
POS-0216,635,Fumaric acid,Non specificata,Ni,Ni(NO3)2·6H2O,MeOH,HCl,80,6.0,4.0,0.5,8.0,,6.0,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|nitrate|meoh|hcl|80|6|8.0,,curated_project_dataset
POS-0217,636,Isophthalic acid,Non specificata,Ni,Ni(OAc)2·4H2O,EtOH,Acido formico,25,18.0,2.0,1.0,2.0,,4.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|acetate|etoh|acido formico|20|18|2.0,,curated_project_dataset
POS-0218,637,5-Nitroisophthalic acid,Non specificata,Fe,FeCl3·6H2O,H2O,HNO3,180,12.0,2.0,0.5,4.0,,6.0,chloride,3.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|h2o|hno3|180|12|4.0,,curated_project_dataset
POS-0219,638,5-Aminoisophthalic acid,Non specificata,Fe,Fe(NO3)3·9H2O,DMF/H2O/EtOH,Nessuno,200,12.0,2.0,1.0,2.0,,9.0,nitrate,3.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|nitrate|dmf/h2o/etoh|nessuno|200|12|2.0,,curated_project_dataset
POS-0220,639,Imidazole-2-carboxaldehyde,Non specificata,Al,Al(NO3)3·9H2O,DMF/H2O,HCl,180,6.0,1.0,0.5,2.0,,9.0,nitrate,3.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|nitrate|dmf/h2o|hcl|180|6|2.0,,curated_project_dataset
POS-0221,640,"4,4',4''-Triaminotriphenylamine",Non specificata,Al,AlCl3·6H2O,DMA,Trietilammina (TEA),80,2.0,4.0,4.0,1.0,,6.0,chloride,3.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.28474739872574967,0.78732447974515,A,True,al|non specificata|chloride|dma|trietilammina (tea)|80|0|1.0,,curated_project_dataset
POS-0222,642,"Pyrazine-2,3-dicarboxylic acid",Non specificata,Zr,ZrOCl2·8H2O,H2O/MeOH,Trietilammina (TEA),25,72.0,0.25,1.5,0.1667,,8.0,chloride,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.23354968324845687,0.7770849366496914,B,True,zr|non specificata|chloride|h2o/meoh|trietilammina (tea)|20|72|0.25,,curated_project_dataset
POS-0223,643,"4,4'-Bipyridine",Non specificata,Mg,Mg(NO3)2·6H2O,MeCN,Nessuno,60,2.0,1.5,3.0,0.5,,6.0,nitrate,2.0,Microwave,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.48038446141526137,0.8264518922830523,A,True,mg|non specificata|nitrate|mecn|nessuno|60|0|0.5,,curated_project_dataset
POS-0224,644,"1,2,4-Triazole",Non specificata,Mn,Mn(OAc)2·4H2O,DMF,HCl,130,6.0,1.5,0.5,3.0,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.5,0.830375,A,True,mn|non specificata|acetate|dmf|hcl|130|6|3.0,,curated_project_dataset
POS-0225,645,"1,4-Benzenedicarboxylic acid (H2BDC)",Non specificata,Zn,Zn(NO3)2·6H2O,DEF,Acido benzoico,200,6.0,0.25,2.0,0.125,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2773500981126145,0.7858450196225228,A,True,zn|non specificata|nitrate|def|acido benzoico|200|6|0.0,,curated_project_dataset
POS-0226,647,2-Methylimidazole,Non specificata,Cu,Cu(NO3)2·2.5H2O,EtOH,HCl,120,6.0,0.25,2.0,0.125,,2.5,nitrate,2.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|nitrate|etoh|hcl|120|6|0.0,,curated_project_dataset
POS-0227,648,Benzimidazole,Non specificata,Cu,Cu(OAc)2·H2O,H2O,Acido benzoico,25,18.0,2.0,2.0,1.0,,1.0,acetate,2.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,cu|non specificata|acetate|h2o|acido benzoico|20|18|1.0,,curated_project_dataset
POS-0228,650,"2,5-Dihydroxyterephthalic acid (H4DOBDC)",Non specificata,Co,Co(OAc)2·4H2O,DMF/H2O,HNO3,150,18.0,4.0,1.5,2.6667,,4.0,acetate,2.0,Sonochemical,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3162277660168379,0.7936205532033676,A,True,co|non specificata|acetate|dmf/h2o|hno3|150|18|2.75,,curated_project_dataset
POS-0229,651,"4,4'-Biphenyldicarboxylic acid (H2BPDC)",Non specificata,Ni,Ni(NO3)2·6H2O,DMA,HCl,80,72.0,0.5,1.0,0.5,,6.0,nitrate,2.0,Solvothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|nitrate|dma|hcl|80|72|0.5,,curated_project_dataset
POS-0230,652,"2,6-Naphthalenedicarboxylic acid (2,6-NDC)",Non specificata,Ni,Ni(OAc)2·4H2O,H2O/THF,HNO3,60,24.0,3.0,4.0,0.75,,4.0,acetate,2.0,Hydrothermal,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.3396831102433787,0.7983116220486758,A,True,ni|non specificata|acetate|h2o/thf|hno3|60|24|0.75,,curated_project_dataset
POS-0231,653,Fumaric acid,Non specificata,Fe,FeCl3·6H2O,H2O/MeOH,Acido acetico,180,72.0,1.0,1.0,1.0,,6.0,chloride,3.0,Precipitation,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|chloride|h2o/meoh|acido acetico|180|72|1.0,,curated_project_dataset
POS-0232,654,Isophthalic acid,Non specificata,Fe,Fe(NO3)3·9H2O,MeCN,HNO3,25,4.0,2.0,2.5,0.8,,9.0,nitrate,3.0,Room Temperature,2,curated_development_positive,DEVELOPMENT,1.0,0.875,0.96875,0.82,0.2886751345948128,0.7881100269189626,A,True,fe|non specificata|nitrate|mecn|hno3|20|6|0.75,,curated_project_dataset
